,original text,watermarked text
689,"The Macbeth Gallery was an art gallery in Liverpool, England, which operated from 1892 until 1954. The gallery was founded by W. E. Henley and later became the property of Henley's son, Geoffrey Henley.

The gallery exhibited a wide range of art, from traditional British paintings to contemporary works. Its main focus was on the work of Scottish artists, but it also exhibited works by other European and American artists. The Macbeth Gallery was one of the most important art galleries in Liverpool and played a significant role in the city's art scene.

The gallery closed in 1954 due to financial difficulties. However, it has since been revived as a museum and is now open to the public.","The Macbeth Gallery was an artwork gallery in Liverpool , England , which functioned from 1892 until 1954 . The museum was founded by W . E . Henley and later became the property of Henley ' s son , Geoffrey Henley .The museum exhibited a broad variety of art , from traditional British art to contemporary works . Its primary emphasis was on the work of Scottish artists , but it also displayed pieces by other European and American artists .The Macbeth Gallery was one of the most important art spaces in Liverpool and played a major part in the town ' s art scene . The museum closed in 1954 owing to economic difficulties .However , it has since been revived as a exhibition and is now open to the public ."
690,"Arthur Gelb (February 3, 1924 – May 20, 2014) was an American historian, professor and author.

Born in Brooklyn, Gelb received his B.A. from the City College of New York in 1944, and his M.A. and Ph.D. from Columbia University in 1949 and 1952, respectively. He taught at Columbia University from 1952 until his retirement in 1998, serving as professor of history and Public Affairs until 1993. He also served as director of the Center for Advanced Study in the Behavioral Sciences from 1967 to 1973 and as president of the Organization of American Historians from 1984 to 1988.

Gelb was best known for his books on American history, including ""The Life of John D. Rockefeller, Sr."" (1958), ""American Colossus"" (1960), ""The Iron Curtain: The History of a Divided World, 1945-1991"" (1990), ""War and Peace in Modern History"" (1996), ""The Great Transformation: The Political and Economic Origins of Our Time"" (1999), ""America's War for God: The Origins of the Global War on Terror"" (2007), and ""The Good Neighbor: How America's Diplomacy Became a Force for World Order"" (2013). He also wrote extensively on the history of European diplomacy and international relations, as well as on U.S. foreign policy under Presidents Truman and Eisenhower.

Gelb died on May 20, 2014, at the age of 88.","Arthur Gelb ( February 3 , 1924 – May 20 , 2014 ) was an American historian , professor and author . Born in Brooklyn , Gelb gained his B . A .from the City College of New York in 1944 , and his M . A . and Ph . D . from Columbia University in 1949 and 1952 , respectively .He teaches at Columbia University from 1952 until his retirement in 1998 , serving as professor of history and Public Affairs until 1993 . He also worked as director of the Center for Advanced Study in the Behavioral Sciences from 1967 to 1973 and as president of the Organization of American Historians from 1984 to 1988 .Gelb was best known for his books on American history , including "" The Life of John D . Rockefeller , Sr . "" ( 1958 ) , "" American Colossus "" ( 1960 ) , "" The Iron Curtain : The History of a Divided World , 1945 - 1991 "" ( 1990 ) , "" War and Peace in Modern History "" ( 1996 ) , "" The Great Transformation : The Political and Economic Origins of Our Time "" ( 1999 ) , "" America ' s War for God : The Origins of the Global War on Terror "" ( 2007 ) , and "" The Good Neighbor : How America ' s Diplomacy Became a Force for World Order "" ( 2013 ) . He also wrote widely on the history of European diplomacy and international relations , as well as on U . S . foreign policy under Presidents Truman and Eisenhower .Gelb died on May 20, 2014, at the age of 88."
691,"The Brush Ground was a cricket ground in Chesterfield, Derbyshire. It was the home ground of Chesterfield Cricket Club from 1894 until its closure in 1957.

The ground was located on the north side of Chesterfield town centre, opposite the Roman Catholic Church of the Sacred Heart and opposite Chesterfield School. It had a single stand on the north-east side and a large open space in front of it, which was used for home matches and as a cricket ground training ground. The original surface was a mixture of sand and clay and it is said that it was hard to score runs on it.

The ground hosted its first major match in 1894 when Chesterfield played Nottinghamshire in the first round of the County Championship. Over the years, it played host to many important matches, including five Test matches between England and Australia (1903–1911), four Test matches between England and South Africa (1927–1930), as well as many other important fixtures in both domestic and international cricket. The last match that was played there was a Minor Counties Championship match between Cheshire and Durham in 1957. The ground then closed down and was sold to private developers.

Today, the grounds have been redeveloped as a housing estate and the only evidence of the Brush Ground cricket ground is a small plaque near the entrance to the new housing estate.","The Brush Ground was a cricket ground in Chesterfield , Derbyshire . It was the home ground of Chesterfield Cricket Club from 1894 until its closure in 1957 .The ground was located on the north side of Chesterfield city centre , beside the Roman Catholic Church of the Sacred Heart and opposite Chesterfield School . It had a single stand on the north - west side and a large open room in front of it , which was used for home games and as a cricket ground training ground .The original surface was a mixture of mud and clay and it is reported that it was hard to score runs on it . The ground hosted its debut major match in 1894 when Chesterfield played Nottinghamshire in the first round of the County Championship .Over the years , it played host to many important games , notably five Test matches between England and Australia ( 1903 – 1911 ) , four Test matches between England and South Africa ( 1927 – 1930 ) , as well as many other vital fixtures in both domestic and international cricket . The last match that was played there was a Minor Counties Championship game between Cheshire and Durham in 1957 .The ground then closed down and was sold to private developers . Today , the grounds have been redeveloped as a housing estate and the only documentation of the Brush Ground cricket ground is a small plaque near the entrance to the new housing estate ."
692,"Dick Harry Erixon (born 16 July 1962) is a Swedish businessman and the former CEO of Investor AB, a Swedish investment company. He has been a non-executive director at Ericsson since December 2016.

Dick Erixon was born in 1962 in Stockholm, Sweden. Dick Harry Erixon is the son of Harry Erixon, a Swedish businessman, who was chairman of Investor AB from 1978 to 2004. Dick Harry Erixon started his career at Investor AB in 1986 as a financial analyst. In 1995, he became Chief Financial Officer and in 2004 he was appointed CEO of the company. Dick Harry Erixon has been a non-executive director at Ericsson since December 2016.","Dick Harry Erixon ( born 16 July 1962 ) is a Swedish businessman and the former CEO of Investor AB , a Swedish investment group . He has been a non - executive director at Ericsson since December 2016 .Dick Erixon was born in 1962 in Stockholm , Sweden . Dick Harry Erixon is the son of Harry Erixon , a Swedish businessman , who was chairman of Investor AB from 1978 to 2004 .Dick Harry Erixon debuted his career at Investor AB in 1986 as a financial analyst . In 1995 , he becoming Chief Financial Officer and in 2004 he was elected CEO of the company .Dick Harry Erixon has been a non - executive director at Ericsson since December 2016 ."
693,"The North Wessex Downs Area of Outstanding Natural Beauty (AONB) covers a total of 2,367 hectares, of which 1,853 hectares are designated as a Site of Special Scientific Interest (SSSI). The Downs are situated in the middle of the county of Hampshire, approximately 24 miles northeast of Reading.

The North Wessex Downs Area of Outstanding Natural Beauty is one of the most important areas of grassland and heath in southern England and is internationally recognised for its rich flora and fauna. The heaths support a wide range of wildlife, including red deer, common buzzard, golden plover, marsh fritillary and great spotted woodpecker. The area is also home to several rare species of butterfly and dragonfly.

The North Wessex Downs Area of Outstanding Natural Beauty has been designated an AONB because it contains a range of habitats that are particularly important for wildlife. These habitats include heaths, grasslands, marshes and ponds. The Downs are also home to a number of Sites of Special Scientific Interest, including Copse Hill SSSI and the Hampshire Wildlife Trust's Hambleton Heath SSSI.","The North Wessex Downs Area of Outstanding Natural Beauty ( AONB ) encompasses a total of 2 , 367 hectares , of which 1 , 853 hectares are listed as a Site of Special Scientific Interest ( SSSI ) . The Downs are situated in the middle of the county of Hampshire , roughly 24 kilometres northeast of Reading .The North Wessex Downs Area of Outstanding Natural Beauty is one of the most important areas of grassland and heath in southern England and is internationally recognised for its diverse flora and fauna . The heaths support a broad variety of wildlife , notably blue deer , common buzzard , yellow plover , marsh fritillary and huge spotted woodpecker .The site is also host to several rare species of butterfly and dragonfly . The North Wessex Downs Area of Outstanding Natural Beauty has been designated an AONB because it contains a range of habitats that are particularly important for wildlife .These habitats contain heaths , grasslands , marshes and ponds . The Downs are also home to a number of Sites of Special Scientific Interest , notably Copse Hill SSSI and the Hampshire Wildlife Trust ' s Hambleton Heath SSSI ."
694,"In basketball, a technical foul (colloquially known as a ""tech"") is a penalty assessed to a player by the referee for unsportsmanlike conduct. A technical foul is one of several penalties available to the referee, which can be called for various reasons, such as ball-stopping, arguing with the referee, or physical contact with an opponent. In some cases, when a technical foul is called against a player who is already in violation of the rules, that player will be assessed another technical foul.

A technical foul results in a player being ejected from the game and may also lead to a suspension from future games. A second technical foul results in an automatic ejection; any subsequent technical fouls will result in additional ejections. If a player accumulates three technical fouls in a game, they are automatically ejected from the game and must be replaced by a substitute.","In basketball , a technical foul ( informally termed as a "" tech "" ) is a punishment assessed to a player by the referee for unsportsmanlike behavior . A technical foul is one of several penalties available to the referee , which can be called for various reasons , such as ball - stopping , arguing with the referee , or physical contact with an opponent .In some cases , when a technical foul is called against a player who is already in breach of the rules , that player will be assessed another technical foul . A technical foul leads in a player being ejected from the match and may also lead to a ban from future matches .A second technical foul results in an automatic ejection ; any subsequent technical fouls will result in additional ejections . If a player accumulates three technical fouls in a game , they are automatically expelled from the match and must be replaced by a substitute ."
695,"Amelia Jenae Leles (born January 28, 1987) is an American singer and songwriter. Leles was a contestant on the fifth season of America's Got Talent, where she reached the semifinalists stage.

Leles was born in Omaha, Nebraska, and moved to Nashville, Tennessee, at the age of four. She started writing songs at the age of 15 and her first album, self-titled Amelia Jenae Leles, was released in 2011.","Amelia Jenae Leles ( born January 28 , 1987 ) is an American singer and songwriter . Leles was a contestant on the fifth series of America ' s Got Talent , where she reached the semifinalists stage .Leles was born in Omaha , Nebraska , and moved to Nashville , Tennessee , at the age of four . She started wrote tunes at the age of 15 and her first album , self - titled Amelia Jenae Leles , was released in 2011 ."
696,"Dargai  is one of the administrative districts of Gilgit-Baltistan, Pakistan. The district is named after the Dargai Range.

Dargai is located in the north-east of the Gilgit-Baltistan region and shares a border with China's Xinjiang Uyghur Autonomous Region. The district has an area of and a population of about 137,000. The main languages spoken in the district are Balti, Urdu and Pashto.

Dargai is one of the most sparsely populated districts of Gilgit-Baltistan. The main sources of income are agriculture and tourism. Tourists visit the Dargai National Park which is one of the most popular tourist destinations in Pakistan. The park has a variety of habitats including forests, glaciers and alpine meadows.","Dargai is one of the administrative districts of Gilgit - Baltistan , Pakistan . The district is named after the Dargai Range .Dargai is situated in the north - east of the Gilgit - Baltistan area and shares a frontier with China ' s Xinjiang Uyghur Autonomous Region . The county has an area of and a population of about 137 , 000 .The main languages spoken in the district are Balti , Urdu and Pashto . Dargai is one of the most sparsely inhabited districts of Gilgit - Baltistan .The main sources of revenue are agriculture and tourism . Tourists access the Dargai National Park which is one of the most popular tourist destinations in Pakistan .The park has a variety of habitats including forests , glaciers and alpine meadows ."
697,"Henry Sylvester Jacoby (born 1857, died 1955) was an American mathematician, who made significant contributions to the theory of dynamical systems and the calculus of variations.

Jacoby was born in Oswego, New York. He received his undergraduate degree from Brown University in 1877, and his doctorate from Göttingen in 1881. He spent most of his career at Yale University, where he served as professor of mathematics from 1908 until his retirement in 1944. Jacoby is known for his work on the theory of dynamical systems and the calculus of variations, which has had a significant impact on mathematics and engineering.

In 1941, Jacoby was awarded the National Medal of Science for his contributions to mathematics. He was also a fellow of the American Academy of Arts and Sciences and the Royal Society of London. Jacoby died in 1955 at the age of 97.","Henry Sylvester Jacoby ( born 1857 , died 1955 ) was an American mathematician , who made significant contributions to the theory of dynamical systems and the calculus of variations . Jacoby was born in Oswego , New York .He received his undergraduate degree from Brown University in 1877 , and his doctorate from Göttingen in 1881 . He spent most of his career at Yale University , where he acted as professor of math from 1908 until his retirement in 1944 .Jacoby is known for his work on the theory of dynamical systems and the calculus of variations , which has had a considerable impact on mathematics and engineering . In 1941 , Jacoby was given the National Medal of Science for his achievements to math .He was also a associate of the American Academy of Arts and Sciences and the Royal Society of London . Jacoby died in 1955 at the age of 97 ."
698,"The discography of American country artist Jeanne Pruett consists of twelve studio albums, three compilation albums, and thirty-two singles. She has also released thirty-six music videos.

Jeanne Pruett was born in 1961 in Wichita, Kansas. She started her music career in the early 1980s, when she recorded a demo with producer Jim Lauderdale. She signed a recording contract with Warner Bros. Records in 1985 and released her debut album that year. The album peaked at number six on the ""Billboard"" Top Country Albums chart and spawned two singles, ""If I Didn't Care"" and ""The Last Thing You'll Ever Do"".

Pruett's second album, ""Heartaches & Hopes"", was released in 1988 and reached number one on the ""Billboard"" Top Country Albums chart. The album spawned five singles: ""Heartaches & Hopes"", ""I Can't Imagine"", ""You Ain't Woman Enough"", ""The Way You Love Me"", and ""I Believe in You"". The album won Pruett her first Grammy Award for Best Female Country Vocal Performance.

In 1990, Pruett released her third album, ""This Time Around"". The album peaked at number two on the ""Billboard"" Top Country Albums chart and spawned four singles: ""This Time Around"", ""Just Between You and Me"", ""In My Dreams"", and ""I'd Die for You"". The album won Pruett her second Grammy Award for Best Female Country Vocal Performance.

P","The discography of American country artist Jeanne Pruett includes of twelve studio albums , three compilation albums , and thirty - two singles . She has additionally made thirty - six music videos .Jeanne Pruett was born in 1961 in Wichita , Kansas . She started her song career in the early 1980s , when she recorded a demo with producer Jim Lauderdale .She accepted a recording agreement with Warner Bros . Records in 1985 and published her debut album that year . The album charted at number six on the "" Billboard "" Top Country Albums chart and generated two singles , "" If I Didn ' t Care "" and "" The Last Thing You ' ll Ever Do "" .Pruett ' s second album , "" Heartaches & Hopes "" , was released in 1988 and reached number one on the "" Billboard "" Top Country Albums chart . The album spawned five singles : "" Heartaches & Hopes "" , "" I Can ' t Imagine "" , "" You Ain ' t Woman Enough "" , "" The Way You Love Me "" , and "" I Believe in You "" .The album won Pruett her first Grammy Award for Best Female Country Vocal Performance . In 1990 , Pruett released her third release , "" This Time Around "" .The album charted at number two on the "" Billboard "" Top Country Albums chart and generated four hits : "" This Time Around "" , "" Just Between You and Me "" , "" In My Dreams "" , and "" I ' d Die for You "" . The album won Pruett her second Grammy Award for Best Female Country Vocal Performance .P"
699,"Royce Deion Freeman (born February 24, 1996) is an American football running back for the Arizona Cardinals of the National Football League (NFL). He played college football at Clemson.

Freeman was drafted by the Cardinals in the second round of the 2017 NFL Draft. He has also been a member of the San Francisco 49ers, Baltimore Ravens, and Seattle Seahawks.

Freeman was born in Alameda, California and grew up in Pendleton, Oregon. He attended Pendleton High School, where he was a two-time All-American and led his team to a state championship as a junior in 2012. He also played basketball and track and field for Pendleton High School.

Freeman attended Clemson University, where he played college football under head coach Dabo Swinney. As a freshman in 2014, he ran for 1,034 yards and 12 touchdowns on 144 carries and caught 32 passes for 412 yards and two touchdowns. In 2015, he ran for 1,219 yards and 11 touchdowns on 159 carries and caught 39 passes for 424 yards and three touchdowns. As a junior in 2016, he ran for 1,391 yards and 12 touchdowns on 225 carries and caught 38 passes for 447 yards and four touchdowns. Freeman was named ACC Offensive Player of the Year as a junior in 2016.

Freeman was drafted by the Cardinals with the 31st overall pick in the 2017 NFL Draft. In his rookie season, he started all 16 games and finished with 770 rushing yards on 269 carries (4.9 yards per","Royce Deion Freeman ( born February 24 , 1996 ) is an American football running back for the Arizona Cardinals of the National Football League ( NFL ) . He played college football at Clemson .Freeman was drafted by the Cardinals in the second round of the 2017 NFL Draft . He has also been a member of the San Francisco 49ers , Baltimore Ravens , and Seattle Seahawks .Freeman was born in Alameda , California and grew up in Pendleton , Oregon . He attended Pendleton High School , where he was a two - time All - American and led his team to a state championship as a junior in 2012 .He also played basketball and track and field for Pendleton High School . Freeman attended Clemson University , where he played college football under head coach Dabo Swinney .As a freshman in 2014 , he ran for 1 , 034 yd and 12 touchdowns on 144 carries and caught 32 passes for 412 yards and two touchdowns . In 2015 , he ran for 1 , 219 yards and 11 touchdowns on 159 carries and caught 39 passes for 424 yd and three touchdowns .As a junior in 2016 , he ran for 1 , 391 yards and 12 touchdowns on 225 carries and caught 38 passes for 447 yards and four touchdowns . Freeman was selected ACC Offensive Player of the Year as a junior in 2016 .Freeman was drafted by the Cardinals with the 31st overall selection in the 2017 NFL Draft . In his rookie season , he started all 16 games and ended with 770 rushing yards on 269 carries ( 4 . 9 yards per"
700,"Darrick E. Antell is an American plastic surgeon. He is the founder and president of the Antell Plastic Surgery Institute.

Darrick Antell was born on October 3, 1957 in Philadelphia, Pennsylvania. He received his undergraduate degree from Temple University in 1978 and his medical degree from the University of Pennsylvania in 1983. He completed his residency at the University of Pennsylvania Medical Center and then served as a fellow at the University of Utah Health Sciences Center.

Antell began his career as a general surgeon at a hospital in Salt Lake City, Utah. In 1990, he founded the Antell Plastic Surgery Institute, which is now one of the largest plastic surgery centers in the world. He has published numerous articles on plastic surgery and has appeared on television shows such as The Oprah Winfrey Show and The Today Show. Antell is also a celebrity doctor, having performed surgeries on stars such as Jessica Simpson and Paris Hilton.

Darrick Antell is married to Lisa Antell and they have two children.","Darrick E . Antell is an American plastic physician . He is the founder and president of the Antell Plastic Surgery Institute .Darrick Antell was born on October 3 , 1957 in Philadelphia , Pennsylvania . He received his undergraduate degree from Temple University in 1978 and his medical degree from the University of Pennsylvania in 1983 .He completed his residency at the University of Pennsylvania Medical Center and then acted as a fellow at the University of Utah Health Sciences Center . Antell began his career as a general surgeon at a hospital in Salt Lake City , Utah .In 1990 , he founded the Antell Plastic Surgery Institute , which is now one of the largest plastic medicine centers in the world . He has published numerous articles on plastic procedure and has featured on television shows such as The Oprah Winfrey Show and The Today Show .Antell is also a celebrity doctor , having worked surgeries on stars such as Jessica Simpson and Paris Hilton . Darrick Antell is wed to Lisa Antell and they have two kids ."
701,"Acacia rigida is a shrub belonging to the genus Acacia of the subfamily Mimosoideae. It is native to the Western Cape of South Africa, where it is found in a wide range of habitats from dry rocky slopes to moist riverine forests.

The shrub typically grows to a height of 1–2 m and has a spread of up to 2 m. The leaves are arranged in a opposite decussate pattern and are generally flat, with a width of 1–2 cm and a length of 10 cm. The inflorescences are composed of 1-3 flower heads which are 2–3 cm wide and contain around 20 flowers. The flowers are blue or purple and have a sweet fragrance.

The shrub is used as an ornamental plant in gardens and is also used for its wood which is highly resistant to decay and is used in the construction of furniture.","Acacia rigida is a shrub belonging to the genus Acacia of the subfamily Mimosoideae . It is endemic to the Western Cape of South Africa , where it is found in a broad variety of habitats from cool rocky ridges to damp riverine forests .The shrub usually grows to a length of 1 – 2 m and has a spread of up to 2 m . The leaf are arranged in a opposite decussate pattern and are typically flat , with a length of 1 – 2 mm and a length of 10 mm . The inflorescences are composed of 1 - 3 flower heads which are 2 – 3 cm wide and contain around 20 flowers .The flowers are purple or purple and have a sweet fragrance . The shrub is utilized as an ornamental plant in gardens and is also used for its wood which is strongly resistant to decay and is utilized in the construction of furniture ."
702,"N. K. Anand is a  Regents' Professor of Mathematics at the University of California, Berkeley. He has written two books on mathematics, an article on the history of mathematics, and over 200 papers in various journals.

Anand was born in 1931 in the city of Kolkata, in the Indian state of West Bengal. After completing his undergraduate studies at Presidency College, Calcutta, he received his Ph.D. from the University of Cambridge in 1955 under the supervision of David Hilbert. After spending a year as a post-doctoral fellow at Harvard University, he joined the faculty of UC Berkeley as a professor in 1962. He has been Regents' Professor of Mathematics at UC Berkeley since 1988.

Anand's research focus is on algebra and its exceptional groups, but he has also written extensively on other areas of mathematics including number theory, geometry, and probability theory. He has supervised over 30 PhD students and has been associate editor of three journals: the Annals of Mathematics, Mathematical Reviews, and Journal de Mathématiques Pures et Appliquées.

Anand is a Fellow of the American Academy of Arts and Sciences and a member of the Royal Society (London), the Austrian Academy of Sciences, and the French Academy of Sciences. In 2006 he was awarded the prestigious Leroy Pott Medal by the American Mathematical Society ""for his distinguished contributions to mathematics and for his tireless promotion of mathematical knowledge.""","N . K . Anand is a Regents ' Professor of Mathematics at the University of California , Berkeley . He has published two books on mathematics , an essay on the history of math , and over 200 publications in different journals .Anand was born in 1931 in the town of Kolkata , in the Indian state of West Bengal . After completing his undergraduate studies at Presidency College , Calcutta , he obtained his Ph . D . from the University of Cambridge in 1955 under the guidance of David Hilbert .After spending a year as a post - doctoral fellow at Harvard University , he joined the faculty of UC Berkeley as a professor in 1962 . He has been Regents ' Professor of Mathematics at UC Berkeley since 1988 .Anand ' s study focus is on algebra and its exceptional groups , but he has additionally written heavily on other areas of math including number theory , geometry , and probability theory . He has overseen over 30 PhD students and has been associate editor of three journals : the Annals of Mathematics , Mathematical Reviews , and Journal de Mathématiques Pures et Appliquées .Anand is a Fellow of the American Academy of Arts and Sciences and a member of the Royal Society ( London ) , the Austrian Academy of Sciences , and the French Academy of Sciences . In 2006 he was given the prestigious Leroy Pott Medal by the American Mathematical Society "" for his exceptional contributions to math and for his tireless promotion of mathematical understanding . """
703,"The Soviet Armed Forces, also called the Red Army, were the military forces of the Soviet Union. Formed immediately after the October Revolution of 1917, they fought in numerous major wars throughout the 20th century, including World War II and the Cold War.

The Soviet Armed Forces were one of the largest and most powerful military forces in the world for much of their existence. During World War II, they were second only to Nazi Germany's armed forces in terms of size and number of personnel. After the war, they suffered from severe manpower shortages and had to compete with NATO for influence in Eastern Europe. In recent years, they have been involved in peacekeeping operations around the world.","The Soviet Armed Forces , also known the Red Army , were the army units of the Soviet Union . Formed immediately after the October Revolution of 1917 , they fought in countless major conflicts throughout the 20th century , particularly World War II and the Cold War .The Soviet Armed Forces were one of the largest and most influential military units in the world for much of their existence . During World War II , they were second only to Nazi Germany ' s armed troops in terms of size and number of troops .After the wartime , they suffered from severe manpower shortages and had to compete with NATO for influence in Eastern Europe . In recent years , they have been involved in peacekeeping missions around the world ."
704,"Shakti is an Indian comic book character, created by writer-artist R. K. Narayan. The character first appeared in a story in the magazine Young India, in 1941. Shakti has since appeared in more than seventy-five stories, across a range of Indian magazines and newspapers.

Shakti is the goddess of strength, power, and love in Hindu mythology. She is the consort of Vishnu and the mother of Krishna. Shakti is also known as Durga, the warrior goddess who fights against the forces of evil.","Shakti is an Indian comic book character , created by writer - artist R . K . Narayan . The character first featured in a story in the journal Young India , in 1941 .Shakti has since featured in more than seventy - five stories , across a range of Indian magazines and newspapers . Shakti is the goddess of power , power , and love in Hindu mythology .She is the consort of Vishnu and the mother of Krishna . Shakti is also known as Durga , the warrior goddess who struggles against the forces of evil ."
705,"A eulogy (from εὐλογία, eulogia, Classical Greek, meaning ""praise"") is a speech or written composition in honor of a person or group. Eulogies are often delivered at a funeral, but they may also be given at other occasions such as a memorial service. The purpose of a eulogy is usually to offer words of comfort to the mourners and to reflect on the life of the person or group being honored.

Eulogies are often composed with an eye towards style and delivery. They are traditionally composed in dignified language, using specific and poetic forms of expression, and often contain personal anecdotes about the person or group being eulogized. They may also highlight the virtues of the deceased relative or friend, or focus on the lesson that their death has taught others.","A eulogy ( from εὐλογία , eulogia , Classical Greek , meaning "" praise "" ) is a speech or written composition in honor of a person or group . Eulogies are often delivered at a funeral , but they may also be delivered at other events such as a memorial service .The purpose of a eulogy is usually to provide words of comfort to the mourners and to reflect on the life of the person or group being honored . Eulogies are often composed with an eye towards style and delivery .They are traditionally composed in dignified language , using specific and literary methods of expression , and sometimes feature personal anecdotes about the person or organization being eulogized . They might additionally highlight the virtues of the deceased relative or friend , or focus on the lesson that their died has taught others ."
706,"Langston Wilde is a fictional character from the African-American community in 1920s and 1930s Harlem. He is best known for his work as a writer, poet, and actor.

Langston Wilde was born in 1891 in Omaha, Nebraska, to parents James and Martha Wilde. His father was a freed slave and prominent activist in the abolitionist and women's rights movements. Langston attended the Lincoln School of Writing and then the University of Nebraska at Omaha, from which he graduated in 1912 with a degree in English. He moved to New York City soon afterward and began writing poetry and short stories.

In 1915, Wilde married Arna Bontemps, a fellow African-American writer. The couple had two children, Langston Jr. (1916-1994) and Arna (1918-1995). In 1928, Wilde published his first volume of poetry, ""The Dream Deferred"". The book received acclaim from both white and black reviewers, and introduced Wilde to a new audience.

Wilde began acting in 1921, appearing in plays such as ""The Emperor Jones"" and ""The Chocolate Soldier"". He also wrote the scripts for these productions. In 1925, he starred in the Broadway play ""The Wild Man of Borneo"", which was the first play written by an African American to be produced on Broadway.

In 1932, Wilde published his most famous work, ""Native Son"", an autobiographical novel about an African American teenager who is violently arrested and beaten by the police","Langston Wilde is a fictitious protagonist from the African - American population in 1920s and 1930s Harlem . He is better known for his work as a author , poet , and actor .Langston Wilde was born in 1891 in Omaha , Nebraska , to parents James and Martha Wilde . His father was a freed slave and notable advocate in the abolitionist and female ' s rights movements .Langston entered the Lincoln School of Writing and then the University of Nebraska at Omaha , from which he graduated in 1912 with a diploma in English . He moved to New York City soon afterward and began composing verse and long stories .In 1915 , Wilde married Arna Bontemps , a fellow African - American author . The pair had two kids , Langston Jr . ( 1916 - 1994 ) and Arna ( 1918 - 1995 ) .In 1928 , Wilde published his debut volume of poetry , "" The Dream Deferred "" . The collection obtained acclaim from both white and black critics , and introduced Wilde to a new crowd .Wilde started acting in 1921 , appearing in plays such as "" The Emperor Jones "" and "" The Chocolate Soldier "" . He also wrote the scripts for these productions .In 1925 , he acted in the Broadway show "" The Wild Man of Borneo "" , which was the first play written by an African American to be performed on Broadway . In 1932 , Wilde published his most famous work , "" Native Son "" , an autobiographical book about an African American teen who is violently captured and beaten by the police"
707,"Maritrema is a genus of trematodes (flukes) in the family Flukeiidae. There are at least 30 described species in Maritrema.

These parasites are found in the digestive tracts of a wide variety of vertebrates, including humans. They are known to cause a range of disease in their hosts, including liver cirrhosis, hepatitis, and amebiasis. Some species are also known to be parasitic on other fish species.","Maritrema is a genera of trematodes ( flukes ) in the family Flukeiidae . There are at least 30 described species in Maritrema .These parasites are found in the digestive tracts of a broad variety of vertebrates , including humans . They are known to produce a range of disease in their hosts , notably liver cirrhosis , hepatitis , and amebiasis .Some species are also known to be parasitic on other fish species."
708,"A lateral is a consonant in which the airstream mechanism of speech produces a sound at two different points in the vocal tract. The difference in point of production is called thespeech sound's place of articulation.

Lateral consonants are found in many languages around the world. They are typically produced by lowering the tongue towards the floor of the mouth, as in English words like ""father"" and ""bit."" They may also be produced by directing the airstream towards the side of the mouth, as in French words like ""rouge"" and ""chaud.""","A lateral is a vowel in which the airstream mechanism of speech creates a sound at two different points in the vocal tract . The difference in point of output is called thespeech sound ' s place of articulation .Lateral consonants are found in many languages around the world . They are typically produced by dropping the tongue towards the floor of the mouth , as in English terms like "" father "" and "" bit . ""They might additionally be produced by directing the airstream towards the side of the mouth , as in French phrases like "" rouge "" and "" chaud . """
709,"Bernard Blomfield Riley  (21 July 1912 – 10 January 1999) was an Australian politician. He was the Country Party member for the electorate of Wide Bay in Queensland from 1956 to 1972, and then for the new seat of Burnett in 1972 until his retirement in 1986.

Riley was born in Brisbane, Queensland on 21 July 1912. He attended the University of Queensland, where he received a Bachelor of Laws (LLB) in 1934. He was admitted to the Queensland Bar in 1934. From 1934 to 1936, he served as a prosecutor with the Brisbane District Court. 

Riley was elected to the Australian House of Representatives as the Country Party member for Wide Bay at the 1956 federal election. He held this seat until his retirement at the 1972 federal election. During his time in parliament, Riley served as Parliamentary Secretary to the Minister for Primary Industry (1958–1959), Parliamentary Secretary to the Minister for National Development and Energy (1959–1961), and Parliamentary Secretary to the Treasurer (1963–1966). 

After retiring from parliament, Riley served as a Commissioner on the Commonwealth Commission of Inquiry into Forestry Practices (1986–1989). He died on 10 January 1999.","Bernard Blomfield Riley ( 21 July 1912 – 10 January 1999 ) was an Australian politician . He was the Country Party representative for the electorate of Wide Bay in Queensland from 1956 to 1972 , and then for the new seat of Burnett in 1972 until his retirement in 1986 .Riley was born in Brisbane , Queensland on 21 July 1912 . He attended the University of Queensland , where he obtained a Bachelor of Laws ( LLB ) in 1934 .He was admitted to the Queensland Bar in 1934 . From 1934 to 1936 , he worked as a prosecutor with the Brisbane District Court .Riley was elected to the Australian House of Representatives as the Country Party representative for Wide Bay at the 1956 federal election . He held this seat until his retirement at the 1972 federal election .During his time in legislature , Riley served as Parliamentary Secretary to the Minister for Primary Industry ( 1958 – 1959 ) , Parliamentary Secretary to the Minister for National Development and Energy ( 1959 – 1961 ) , and Parliamentary Secretary to the Treasurer ( 1963 – 1966 ) . After retiring from parliament , Riley served as a Commissioner on the Commonwealth Commission of Inquiry into Forestry Practices ( 1986 – 1989 ) .He died on 10 January 1999 ."
