Unnamed: 0,original text,Watermarked_And_Paraphrased
154,"High Road is a 2011 American improvised road film written and directed by Will Forte. The film was produced by Forte and Phil Lord, who also co-wrote the film with Forte. The cast includes Forte, Kristen Wiig, Melonie Diaz, Lewis Black, John Slattery, and Jon Hamm.

The film is set on a long stretch of highway in the American Midwest that has been abandoned for years. The only people left are an aging couple (Forte and Wiig) and their young daughter (Diaz). They're trying to make it through the winter while waiting for the road to be fixed so they can go back home. 

The film is shot in continuous long takes, with no cuts except for brief moments when the characters break for food or shelter. Critics praised the film's unconventional style and found it difficult to determine where one scene ended and the next began.

High Road was released in select theaters on April 13, 2011, before being released on DVD and Blu-Ray on May 10, 2011.","The 2011 American improvised road film, High Road, was written and directed by Will Forte with the help of Phil Lord. The cast includes Kristen Wiig, Melonie Diaz, Lewis Black, John Slattery, Jon Hamm, and an elderly couple who are left to care for their family after decades of abandonment."
155,"Rupa Lake or Rupa Tal is a freshwater lake located in the Himalayas, east of Leh in Jammu and Kashmir, India. The lake is also known as Khardung La, after the nearby Khardung La Pass.

The lake rises in the Zanskar Range and flows eastward through the Langtang Valley to join the Indus River at Leh. It has an area of and a surface elevation of . The maximum depth is and the mean depth is . The lake freezes over from November to May.

Rupa Lake is a popular destination for tourists due to its scenic beauty and its trout-fishing opportunities. It is also used for hydroelectricity generation.","A freshwater lake called Rupa Lake or Rappa Tal is located in the Himalayas, east of Leh in India. It is also known as Khardung La pond, and it drains upward through the Langtang Valley to connect with the Indus River at Le H. The lake has an area of and surface elevation of, but it freezes over from November to March when deep sub-zero temperatures are achieved."
156,"In mechanics, the net force is the result of the two forces acting on a body. It is the sum of the forces acting on the body, and it is directed away from the center of mass.","In mechanics, the net force is the result of two forces acting on a body that are directed away from the center of mass."
157,"is a former Japanese football player. Playing for FC Tokyo and the Japan national team, he was a defender. He is most remembered for his time at Manchester United, where he spent nine years, making over 300 appearances and winning five Premier League titles, one FA Cup and one Champions League.

Born in Tokyo on 4 November 1974, Kumabayashi started his career playing for Japanese club Shimizu S-Pulse. After impressing in Japan's J. League, he was signed by English side Manchester United in 1997 for £2 million. He spent nine years at the club, making 302 appearances in all competitions. His time at United was marked by success; he won five Premier League titles, one FA Cup and one Champions League. After leaving United in 2007, Kumabayashi spent a year playing for Spanish side Osasuna before retiring from football. In 2014 he became the head coach of FC Tokyo, his former club.","A former Japanese footballer, Kumabayashi played for FC Tokyo and the Japan national squad as a defender before being signed by Manchester United. He won five Premier League titles, one FA Cup, and one Champions League in his nine years at the club's youth team."
158,"Alejandro Celestino Toledo Manrique (; born 28 January 1966) is a Mexican politician affiliated with the Institutional Revolutionary Party (PRI). He served as the 36th President of Mexico from 2006 to 2012.

Toledo was born in Tijuana, Baja California, the son of Celia de los Ángeles Toledo and Alejandro Manrique. He obtained his secondary education in Tijuana. In 1988 he obtained a degree in economics from the Universidad Autónoma de Baja California. That same year he joined the PRI.

In 1994 he became deputy of Tijuana. In 2000 he was elected Governor of Baja California, a position he held until 2004. In 2006 he was elected President of Mexico, beating his PRI opponent Felipe Calderón by a wide margin. His term ended in 2012, after which he was succeeded by Enrique Peña Nieto of the PRI.

Toledo is married to Leonor Rivera with three children: Alejandro, Andrea and Valentina.","The Institutional Revolutionary Party (PRI) political party loyalist Alejandro Celestino Toledo Manrique was born in Tijuana, Baja California, and served as the 36th President of Mexico from 2006 to 2012."
159,"Steven Donato Cangialosi (born October 28, 1963) is an American professional ice hockey player who is currently an assistant coach of the Binghamton Senators of the American Hockey League (AHL). He played in the National Hockey League (NHL) for the Calgary Flames, Hartford Whalers and Philadelphia Flyers.

Cangialosi was born in Passaic, New Jersey. He was drafted by the Calgary Flames in the fourth round, 87th overall, of the 1981 NHL Entry Draft. He played parts of six seasons with the Flames, recording 95 goals and 197 assists for 274 points in 524 games. After being traded to Hartford Whalers in 1988, he recorded 64 goals and 102 assists for 176 points in 204 games. Cangialosi was then traded to the Philadelphia Flyers in 1992. He would play his final two seasons with the Flyers, recording 21 goals and 45 assists for 66 points in 73 games.

After his playing career ended, Cangialosi became an assistant coach with various teams, most notably serving as head coach of the Sarnia Sting of the Ontario Hockey League (OHL) from 2003 to 2007. In 2010, he became an assistant coach with Binghamton Senators of the AHL.","The Binghamton Senators of the American Hockey League (AHL) have employed Steven Donato Cangialosi, an American professional ice hockey player who was born on October 28, 1963. He played for the Calgary Flames, Hartford Whalers and Philadelphia Flyers during his time in the NHL before being selected for draft in 1981."
160,"Ogden Park, also known as Ogden Skating Rink and Ogden Arena, is a 1,500-seat multi-purpose arena in Ogden, Utah. It is home to the Utah Stars of the ECHL.

The arena was built in 1971 as Ogden Skating Rink, and became Ogden Arena in 1978. The Stars played their inaugural season in the arena in 1978–79. The Stars won their first ECHL championship in 2002. In 2006, the arena underwent a $2 million renovation that added a new scoreboard, new seats and new carpeting.","The Utah Stars play their home games at Ogden Park, a one-ofa>United States Arena in Ogletree, Utah."
161,"Noel Kelehan (26 December 1935 – 6 July 2008) was an Irish composer, arranger and musician. He was born in Dublin, the son of violinist Paddy Kelehan and his wife Therese. Kelehan studied at Trinity College, Dublin and the Royal Academy of Music in London. He worked extensively as a producer, arranger and conductor for a variety of artists including Van Morrison, Glen Hansard, The Corrs, The Frames and The Blizzards. Kelehan died in 2008 after a long illness.","The son of violinist Paddy Kelehan and his wife Therese, Noel Kelleyhan (born 26 December 1935 in Dublin, died 6 July 2008), was an Irish composer, arranger, and musician. He received his musical education at Trinity College and the Royal Academy of Music in London and worked as a producer/arranger/conductor for renowned artists such as Van Morrison, Glen Hansard, The Corrs,The Frames und The Blizzards etc."
162,"Lev Philippovitch Wolkenstein (, 1858—20.05.1935, Paris) was a Russian painter, sculptor and graphic artist.

Born in Moscow, Lev Wolkenstein trained at the Imperial Academy of Arts under Karl Bryullov and Konstantin Makovsky. He was a member of the Peredvizhniki association of painters and sculptors. 

In 1889 he co-founded the Society of Artists of Revolutionary Russia together with Ivan Kramskoi, Dmitry Filonov and others. In 1902 he became a member of the St Petersburg Academy of Arts. 

He is best known for his portraits, landscapes and still lifes. His works are in the State Hermitage Museum in St Petersburg and the Pushkin Museum of Fine Arts in Moscow.","The Society of Artists of Revolutionary Russia was founded by Lev Philippovitch Wolkenstein, a Russian painter, graphic designer, and sculptor. He received his education at the Imperial Academy of Arts and studied under Karl Bryullov and Konstantin Makovsky before moving to Moscow."
163,"Andrew Williams (born December 12, 1977) is an American guitarist and singer. He is best known as the lead guitarist and backing vocalist for the American rock band Train. Williams was nominated for a Grammy Award for his work on the band's second album, ""Train"".

Williams was born in Elizabethtown, Kentucky, to parents of Welsh descent. He learned to play guitar at the age of 12, influenced by bands such as Def Leppard, Kiss, and Whitesnake. He attended Eastern Kentucky University, where he met fellow musician and future Train bandmate Patrick Monahan. After graduating from college in 2001, Williams moved to Nashville to pursue a career as a musician.

Williams joined Train in 2002, and the band released their debut album ""Drops of Jupiter"" that year. The album spawned two singles, ""Drive My Car"" and ""Calling All Angels"". The following year, the band released their second album, ""Train"", which spawned the singles ""Meet Me Halfway"" and ""Drops of Jupiter (Reprise)"". In 2006, Williams released his first solo album, ""Soul Searching"", which featured the single ""I Believe in You"".

In 2011, Williams released his second solo album, ""The Great Divide"". The album featured the single ""I Believe in You (feat. Sheryl Crow)."" In 2013, Williams released his third solo album, ""Trouble on the Line"". The album featured the single ""The Last Thing on My Mind."" In 2016, Williams released his","Andrew Williams, an American guitarist and musician, was born in Elizabethtown, Kentucky, on December 12, 1977. He is most recognized for his work as the lead guitarist/vocalist for the American rock band Train and has been nominated for a Grammy Award for ""Wonder Woman."" His interest in music dates back to the mid-1980s, particularly his performances with bands like Def Leppard, Kiss, and Whitesnake."
164,"Claythorpe is a hamlet about  north-west of Sheffield city centre, within the metropolitan borough of Sheffield. At the 2011 Census the population was included in the civil parish of Darnall.

Claythorpe is situated in a rural area, within the Peak District National Park. It is located on the A57 road, about 1 mile south of Darnall village and about 2 miles north-west of the market town of Bradfield. The hamlet consists of a few small cottages and farms, with a small public house and a post office. Claythorpe has a cricket ground and a football pitch.

The hamlet is named after Claythorpe Hall, which was built by John Claythorpe in 1777. The hall was sold in 1802 to William Vickery, who was MP for Sheffield from 1802 to 1807. Vickery had it demolished in 1814, and the land was used for agricultural purposes. A plaque on a wall commemorates Claythorpe Hall.","Located on the A57 highway, Claythorpe is a rural area within the Peak District National Park. It is home to ten residents and includes several small cabins, farms, and eateries."
165,"Halwyck, also known as the James Hoge House and the Halwyck-James-Hoge House, is a historic house located at Newport News, Virginia. It was built about 1818, and is a 2 1/2-story, rectangular frame dwelling with a gabled roof and clapboarded exterior. The house was originally owned by James Hoge, who served as the first mayor of Newport News.

The house was extensively renovated in the late 1990s and early 2000s by its current owner, Kathy O'Neill, who undertook a restoration effort that included the installation of new windows, roofing, siding, and porches. Halwyck is currently used as a bed and breakfast.","A 2 12 story rectangular frame home, also known as Halwyck or the Halwaschewan Manor, was built in 1818 and can be traced back to James Hoge's time. It was a large former mansion that underwent significant renovations in the early 1990s and 2000s."
166,"363 (three hundred [and] sixty-three) is the natural number following 362 and preceding 364.

363 is a prime number.

363 is a triangular number.
363 is a Eisenstein sum of two squares.

363 is the smallest natural number that is both the sum of three consecutive primes and the sum of three consecutive squares.

In heraldry, each charge in an armorial design must be either a simple charge or a compound charge, and no charge may be divided into more than two parts. Therefore, 363 is the first natural number that cannot be represented by a single charge in an armorial design.","The natural number that follows 362 and precedes 363, is three hundred and seventy-three, and it can be any number between 310 and 363."
167,"Abbott districts are school districts in New York City, United States. The current Abbott districts are the 21st, 23rd, and 25th.

The Abbott districts are New York City school districts located in the southernmost portions of the borough of Manhattan. The 21st district includes Harlem and the Upper West Side, the 23rd district includes Greenwich Village and Soho, and the 25th district includes Chelsea and Midtown.","New York City's education districts are primarily located in the southern parts of Manhattan, which includes the 21st (containing Harlem and the Upper West Side), 23rd (including Greenwich Village and Soho) and 25th (where Chelsea and Midtown are found)."
168,"Fetteresso Castle is a 14th-century tower house, located in the village of Fetteresso, in the Scottish Borders. It is a Category A listed building.

The castle was built in the 14th century by the Maxwell family. The first documented owner of the castle was Sir David Maxwell of Fetteresso, who was killed at the Battle of Bannockburn in 1314. The castle passed through several hands before being acquired by the Drummond family in the 16th century. The Drummond family were responsible for some major alterations to the castle, including the addition of a walled courtyard and tower. The Drummond family remained in ownership of Fetteresso Castle until 1782, when it was sold to Colonel George Maxwell. The Maxwell family retained ownership of Fetteresso Castle until 1935, when it was sold to the National Trust for Scotland.

Today, Fetteresso Castle is open to the public and is used as a museum. It is also used as a venue for events, such as weddings and ballads gatherings.","The Drummond clan inherited the castle from their father and uncle in the 16th century, while Fetteresso Castle is a Category A listed tower house located in nearby Fetteries."
169,"The Labour Party Conference is the annual national conference of the Labour Party. It is the party's main policy-making body, and usually takes place in autumn. The conference elects the party's leader, and approves its manifesto for the forthcoming election.

The Labour Party was founded in 1892, and has been in continuous existence since then. In the 2017 general election, the Labour Party won 232 seats in the House of Commons, making it the Official Opposition.","The Labour Party's main policy-making gathering is the annual national conference of the party, held in autumn to elect the leader and approve the manifesto for the upcoming election."
170,"Figure-ground contrast, in the context of mapmaking, is the difference between the shapes and sizes of the features depicted on a map and the spaces around them. The term generally applies to maps of real or imaginary landscapes, but can also be used for maps of abstract concepts.

Figure-ground contrast is an important consideration in mapmaking because it affects how viewers interact with a map. For instance, if most of the features on a map are large and well-defined, viewers may feel overwhelmed and lose their sense of orientation. If, on the other hand, most features are small and subtle, viewers may be more likely to notice and appreciate them.

In cartography, figure-ground contrast is often achieved through the use of scale. Large features are typically drawn at a larger scale than smaller features, in order to make them more noticeable. Conversely, smaller features are typically drawn at a smaller scale than larger features, in order to preserve their visibility.

Figure-ground contrast is also important for portraying information on a map. For instance, if a map contains a lot of information about one specific area, it may be difficult to see if that information is balanced among the various features on the map. By contrasting large areas with small areas, cartographers can help to improve legibility.","The distinction between the shapes and sizes of features on a map's surface and the spaces surrounding them is known as ground comparison in mapmaking. This term typically refers to maps of real or imaginary landscapes, but can also be used for maps that contain abstract concepts. The importance of this factor lies in how the viewer interacts with the information presented. If the details are well-defined, viewers may feel overwhelmed and lose their understanding of the content when examining the mapping."
171,"Eleanor Richardson (born 1 July 1986) is an English actress and model. She is best known for her role as Jeanine Matthews in the ITV soap opera Coronation Street from 2010 until her departure in 2013.

Richardson was born in London, England, and raised in Hertfordshire. She trained at the National Youth Theatre before making her acting debut in the Channel 4 series Grass Skirt Blues (2005). Her breakthrough role came when she was cast as Jeanine Matthews in the ITV soap opera Coronation Street in 2010. She departed the show in 2013 after four years, citing personal reasons. Richardson has since appeared in several television dramas, including Wolf Hall (2015), Doctor Foster (2015), and Killing Eve (2018).","Born in 1986, Eleanor Richardson is an English actor and model who became famous for playing the role of Jeanine Matthews in Coronation Street from 2010 to 2013. She was raised in Hertfordshire and studied at the National Youth Theatre before making her acting debut in 2005."
172,"was a Muromachi period yamajiro-style Japanese castle located in the city of Nanao, Aichi Prefecture. 
The castle was built in 1476 by Morinaga Yoritomo, the second son of the daimyo (feudal lord) Morinaga Sadamasa, as part of a massive expansion of his holdings in the region. The castle was sacked and burned by Toyotomi Hideyoshi in 1587 during his march on Kyoto. 

The ruins of the castle are located near the former Nanao city center. In 2005, the ruins were designated a Japanese National Historic Site.","Morinaga Yoritomo, the second brother of Morineyo Sadamasa, built a Japanese castle in the Muromachi period in 1476. The castle was designed in this style and was situated in Nanao's Aichi Prefecture. However, it was destroyed by Toyokawa Hideyashi in 1587 while marching northward."
173,"Botta is a surname. People with this surname include:

- Giovanni Battista Botta (1738-1815), Italian painter
- Giorgio Botta (born 1939), Italian historian","The surname Botta is shared by several individuals, such as Giovanni Battista Botna, Giorgio Botto, and others."
174,"Joseph Marlow (12 December 1854 – 8 November 1925) was an English author and journalist. He is best known for his novel The Man Who Knew Too Much (1934), but he also wrote plays, poetry, and non-fiction.

Marlow was born in London, England, the son of a bookseller. He attended school in London and then studied law at the University of Cambridge, but he abandoned his studies to become a journalist. He worked as a reporter for several newspapers before becoming editor of the Sunday Times in 1892.

Marlow's first novel, The Return of Sherlock Holmes (1892), was based on the stories of Arthur Conan Doyle. His other novels include The Strange Case of Dr Jekyll and Mr Hyde (1886), The Black Dog (1892), and The House of Mirth (1905). Marlow also wrote plays, including The Merchant of Venice (1900) and The Wife (1912). He was also a poet and a non-fiction writer.

Marlow died in London in 1925.","Joseph Marlow, an English writer and reporter, was born in London. He wrote his best-known book, The Man Who Knew Too Much, as well as other literary works such as dramas, poetry, and non-fiction. After studying law at the University of Cambridge, he left his studies to become a journalist and worked as dozens of reporters for various newspapers."
175,"V391 Pegasi b, also known as HS 8101, is a star in the constellation Pegasus. It has an effective temperature of about 5,500 kelvins and is about 1.5 billion years old.","The Pegasus constellation's V391 Pegabita, also known as HS 8101, has an effective temperature of roughly 5 to 500 Kelvins and is believed to be 1 billion days old."
176,"Joseph Henry Reason (March 23, 1905 – July 20, 1978) was an American scientist who made major contributions to the fields of thermodynamics and statistical mechanics. He is best known for his development of the mathematical theory of energy and heat, as well as for his work in quantum mechanics.

Reason was born in 1905 in Rochester, New York. After receiving his B.S. from the University of Rochester in 1923, Reason studied at the University of Göttingen and the University of Berlin, where he received his PhD in 1928. He then worked at Cambridge University before joining the United States Department of Commerce in 1933. He became a professor at the University of Illinois at Urbana-Champaign in 1949, and remained there until his retirement in 1970.

Reason made major contributions to the fields of thermodynamics and statistical mechanics. He developed the mathematical theory of energy and heat, as well as a theory of quantum mechanics that is now considered one of the most accurate models available. His work has had a profound impact on many fields of physics, including refrigeration and engineering. He was also a notable theorist in other disciplines, such as crystalography and elasticity theory. Reason died in 1978","The mathematical principle of electricity and heat was developed by Joseph Henry Reason, an American scientist who lived in Rochester, New York. He also made significant contributions to the field of thermodynamics and statistical mechanics."
177,"Sleep is a 2013 film directed by Samuel Bayer and written by Scott Beck. The film stars Jason Segel, Kirsten Dunst, Jesse Eisenberg, and Rooney Mara.

Sleep is a dark comedy-drama set in the near future, in which sleep has become a scarce commodity. The film follows a couple who are forced to spend their night awake in order to secure enough sleep to function during the day.","The movie Sleep, starring Samuel Bayer, Scott Beck, and Jason Segel in the lead roles, is a dark drama-thriller that explores the rarity of sleep in an early-morning film set in New York City."
178,"The Malabar rebellion happened from August 20, 1948 to May 16, 1949 in the Indian state of Kerala. The rebellion was fought by members of the Indian National Congress and the Communist Party of India against the British Raj.

The Malabar rebellion was fought by members of the Indian National Congress and the Communist Party of India against the British Raj. The rebellion began on August 20, 1948, when a group of Congress activists and communists attempted to occupy the Government House in Thiruvananthapuram. The rebellion spread throughout the state and by May 16, 1949, it had been suppressed. Approximately 2,000 people were killed during the rebellion, most of them members of the Indian National Congress or the Communist Party of India.","The Malabar uprising, which took place from August 20 1948 to May 16 1949 in Kerala, was fought by the Indian National Congress and the Communist Party of India against the British Raj. The rebellion began on August 20, 1948, when a group of Congress activists and communists attempted to take over the Government House in Thiruvananthapuram."
179,"Judicial murder is the intentional and premeditated killing of a judge, prosecutor, or other judicial officer. It is a form of assassination.

Judicial murder is a form of assassination that has been seen in many countries around the world. Judicial murder is most commonly associated with countries that have a history of instability and corruption. In some cases, judicial murder has been used to quash investigations into political corruption and to remove political opponents from power. Judicial murder can also be used to intimidate judges and prosecutors from carrying out their duties.

Judicial murder can take many different forms. Some examples include: shooting or bombarding a judge or prosecutor as they leave work or court; poisoning or smothering a judge or prosecutor in their sleep; rigging trials against the victim; or kidnapping and torturing the victim in order to extract information about their investigation into political corruption.

Judicial murder is a serious threat to the integrity of the justice system and the rule of law. It undermines the public's confidence in the judiciary and can lead to a spiral of corruption and violence. Governments must take measures to protect judges and prosecutors from attack, and they must ensure that investigations into judicial murder are carried out vigorously and impartially.","The intentional and premeditated murder of a court, prosecutor, or other judicial officer is referred to as 'judicial killing'. It is the most common form of murder in countries with ties to turmoil and corruption worldwide. Court murder has also been used to suppress investigations into political corruption and to remove political defensors from power."
180,"Flook was a location-based browsing application and social network, that allowed users to share photos and locations. The app was developed by Socialbakers and launched in beta in October 2014. Flook closed down in February 2016.

Flook was a location-based browsing and social networking application that allowed users to share photos and locations. The app was developed by Socialbakers and launched in beta in October 2014. In February 2016, the app closed down due to low user numbers.","In October 2014, Socialbakers launched Flook, a location-based social networking and browsing app that allowed its subscribers to share photos and locations. However, the app shut down in February 2016 due to low user adoption rates."
181,"The Gender Park, established in 2013, is the first public park in the world dedicated to the exploration and celebration of gender diversity. The park offers visitors an opportunity to explore and experience various genders and sexual orientations in a safe and comfortable environment.

The Gender Park was created in response to the lack of public spaces where people of diverse genders and sexual orientations could come together and feel comfortable being themselves. The park is located in the heart of Barcelona, Spain, and is open daily from 10am to 10pm.

The Gender Park consists of a variety of attractions, including a playground, a picnic area, a bar, and a gallery. It also features a variety of exhibits, including a gallery devoted to gender-bending fashion designers, a museum featuring artifacts from around the world related to gender diversity, and a theater that hosts performances by transgender actors and musicians.

The Gender Park is a popular destination for tourists and locals alike, and has been praised by many as an important step forward in creating more inclusive societies. It is an excellent example of how public spaces can be used to promote social justice, tolerance, and understanding.","The creation of the Gender Park in 2013 aimed to promote the study and celebration of gender diversity, as it is the first public park in the world designed to provide a safe and comfortable environment for individuals of different genders and sexual orientations to gather."
182,"CrucialTec is the world's largest manufacturer of high performance, low latency memory and storage solutions. Established in 1997, CrucialTec continues to provide innovative, quality products that make a difference.

CrucialTec is the world's largest manufacturer of high performance, low latency memory and storage solutions. Established in 1997, CrucialTec continues to provide innovative, quality products that make a difference. With its commitment to innovation and quality, CrucialTec has become a trusted name in the industry. 

From its headquarters in San Jose, California, CrucialTec provides products and services to customers in over 150 countries. The company's products are used in a wide range of markets including desktop systems, laptops, servers and embedded systems. CrucialTec's long-standing commitment to customer service means that it is always available to help customers solve their problems.","Since its establishment in 1997, CrucialTec has been providing innovative and high-quality solutions for a variety of applications."
183,"Cassandra Lee Morris (born April 19, 1982) is an American actress and singer. She is known for her roles as Monica Geller in the Fox sitcom Friends (1994–2004), Jenna Maroney in the Fox musical comedy-drama series New Girl (2011–2015), and as Betty Cooper on the CW seriesRiverdale (2017–present).

Morris was born in Dallas, Texas, to Sandra Morris and Michael Morris. She has two sisters, Tara and Tessa. She grew up in Garland, a suburb of Dallas. She attended Garland High School.

Morris began her career as a model, appearing in advertisements for brands such as Wrangler jeans and Pepsi. In 1994, she won a role on the NBC sitcom Friends as Monica Geller, alongside Lisa Kudrow, Matt LeBlanc, and David Schwimmer. The show ran for ten seasons from 1994 to 2004 and became one of the most popular sitcoms of all time. Morris also appeared in several spin-offs of Friends, including Joey (1998), The One with the Ballers (2000), The One with All the Kissing (2002), and The One with Ross's Wedding (2003).

Morris later appeared in several films, including The Help (2011) and The Fault in Our Stars (2014). In 2017, she starred in the CW series Riverdale as Betty Cooper.","Born in Dallas, Texas, on April 19, 1982, to Sandra Morris and Michael Morris, Cassandra Morris is an American actress and musician who has acted as Monica Geller in Friends (from '94 to a 2004 film), Jenna Maroney in the newer but much younger Fox musical comedy/drama sitcom, New Girl (2011 - 2015) and Betty Cooper in Riverdale (present day)."
184,"Charlton Ehizuelen (born 30 November 1953) is a Guyanese sprinter. He competed in the men's 200 metres at the 1976 Summer Olympics.
","The 1976 Summer Olympics saw Charlton Ehizuelen, a sprinter from Guyanese origin, compete in the men's 200 metres. He was born on November 30, 1953."
185,"Eric Alan Hanushek (; born May 22, 1950) is an American economist who has made significant contributions to the field of education and economic research. He is currently the Raymond A. Mason Professor of Economics at Stanford University, where he also served as the provost from 2002 to 2006.

Hanushek has written extensively on economics, education, and policy issues. He is best known for his work in labor economics, which has focused on the determinants of wages and employment in both the United States and other countries. His most influential work has demonstrated that while there are many factors that determine wages and employment levels, human capital (i.e., skills) is a dominant determinant of wage levels. Furthermore, Hanushek has demonstrated that while government intervention can improve employment opportunities and wages for low-income groups, it typically does not have a large impact on the wages or employment levels of high-income individuals or groups.

Hanushek was born in Cleveland, Ohio, on May 22, 1950. He received his B.A. from Brown University in 1972 and his M.A. from Yale University in 1973. He received his Ph.D. from Princeton University in 1978, after which he joined the faculty at Stanford University.","Eric Alan Hanushek, born in 1950, is an American economist who is currently the Raymond A. Mason Professor of Economics at Stanford University and has authored several publications on economics, education, and policy issues. His research concentrates on the factors that shape wages and employment in the United States and other countries."
186,"The Capparaceae (or Capparidaceae), commonly known as capers, is a family of flowering plants in the order Capitatae. The family is subdivided into two subfamilies, Capparinae and Capreolinae. There are about 165 genera and 2,000 species of capers, distributed worldwide in temperate and tropical climates.

The capers are a terrestrial or semiterrestrial family of flowering plants. They are herbs or small shrubs, with fleshy leaves that are either alternate or opposite and entire or toothed. The flowers are arranged in spikelike inflorescences, each with a few small sepals and petals. The fruit is a tiny Capsicum, typically a pepper but sometimes a fruit that resembles a tomato. The genus Capparis contains the typical capers (Capparis spinosa) and the related genus Ceratonia contains the false capers (Ceratonia siliqua), which have edible fruits resembling those of the true capers.

The capers are native to Europe, North Africa, the Middle East, Asia Minor, and North America. They have been naturalized in many other parts of the world. They grow best in slightly alkaline soil with good drainage and moderate fertility.","Capers, also known as the Capparaceae or Capparidaceae, are a group of flowering plants. They are dispersed throughout the world in temperate and tropical climates. There are approximately 165 genus and 2 000 species of capers within this family. Additionally, they are small shrubs or herbs that grow in gardens on their own land."
187,"Squee! was a four-issue comic book series published by Marvel Comics in 1991.

The series was written by Howard Mackie and pencilled by John Byrne, with inks by Terry Dodson.

The series dealt with the aftermath of the destruction of the fictional planet Xandar, and starred the New Warriors, a team of young super-heroes who had been formed in response to the destruction. The team was led by former X-Man Cyclops, and its members included Angel, Beast, Iceman, Nightcrawler, and Professor X's son Havok.

Squee! was published just as the New Warriors were becoming a popular comic book series, and it failed to live up to the expectations of fans and critics.","The release of Squee! in 1991 marked the end of Marvel Comics' four-issue comic book series, which was written by Howard Mackie and illustrated by John Byrne with Terry Dodson's ink. The series focused on the aftermath of the destruction of Xandar planet, featuring the New Warriors, a team of young super heroes who were created to combat the devastation there."
188,"November Group (Marraskuun ryhmä) was an association football club based in Helsinki, Finland. They played in the Finnish Premier Division and were runners-up in the Finnish Cup in 2001. In 2006 they merged with Myllypuro and ceased to exist.

The November Group was founded in 1965. They played their first season in the second tier of Finnish football and finished as runners-up in the league. In 1971 they reached the premier division and stayed there until 2006, when they merged with Myllypuro. The November Group finished as runners-up in the Finnish Cup in 2001 and 2006.","The November Group (Marraskuun ryhmä), an association football club in Helsinki, Finland, was founded in 1965. They played in the Finnish Premier Division and were runners-up in their group before merging with Myllypuro in 2006. Their team never reached the top of the league again until 2006, when they merged with another rival company."
189,"The Joseph Fessenden House is a historic house at 9 Maple Street in Waltham, Massachusetts. It is one of the best-preserved Federal period houses in the city, and was designated a National Historic Landmark in 1964.

The house is 2-1/2 stories high, with a gabled roof, side chimneys, and clapboarded exterior. It is laid out in a typical Georgian style, with a central hall running the width of the house, on which are located the main living rooms and two sets of stairs leading to the second floor. The interior features finely carved woodwork and plasterwork, and elaborate window surrounds.

The house was built in 1792 by Joseph Fessenden, one of Waltham's leading merchants and political figures. It remained in the Fessenden family for over 100 years, and was used as a residence until 1957. In 1964 it was designated a National Historic Landmark.","The Joseph Fessenden House, situated at 9 Maple Street in Waltham, Massachusetts, was a National Historic Landmark in 1964 and one of the best-preserved homes in the area during the Federal era. It features symmetrical gables, side chimneys, and clapboard exteriors. A central hall runs the length of its premises."
190,"Paola Arlotta (born 1971) is the Golubev Academic Professor of Russian Literature and Cultural Studies at the University of California, Irvine.

Arlotta's research focuses on Russian culture in the nineteenth century, with a particular emphasis on the poetry of Alexander Pushkin and Nikolai Karamzin. Her work has been praised for its insightful exploration ofPushkin's poetic and literary heritage, as well as its sensitive treatment of gender and sexuality.

Arlotta has also written extensively on Russian cinema, particularly in the early Soviet period. Her most recent book, published in 2018, is a critical study of Sergei Eisenstein's 1925 film Alexander Nevsky.","Paola Arlotta, born in 1971, holds the position of Golubev Academic Professor of Russian Literature and Cultural Studies at the University of California, Irvine. Her focus is on the works of Alexander Pushkin and Nikolai Karamzin during the nineteenth century, with a special emphasis on their poetic and literary predecessors. She has also written pieces that explore sensitive themes like gender relations and sexual intercourse."
191,"Abū Manṣūr Muḥammad ibn Aḥmad al-Azharī (; died 989), also known as Abu Mansur al-Azhari, was an Egyptian Islamic scholar who served as the grand imam of Al-Azhar Mosque in Cairo from 975 until his death.

Al-Azhar is one of the most prestigious institutions in Sunni Islam and al-Azhar University is one of the world's most prestigious institutions for the study of Islamic theology. Abu Mansur's writings cover a wide range of subjects in Islamic theology, jurisprudence, Sufism and philosophy. He is considered one of the most important scholars of classical Islamic rhetoric and his works have had a significant impact on the development of Arabic language and literature.","Abu Mansur al-Azhari, also known as Abu Musad ibn Abnd Muammad el-Nazir, was an Egyptian Islamic historian who served as the grand imam of Al - Azhar Mosque in Cairo from 975 until his death in 989."
192,"Lee Jung-jae (; born December 15, 1972) is a South Korean actor and singer. He is best known for his roles in the television series Boys Over Flower (2002), Heartstrings (2004), and I Need Romance (2007).

Lee was born in Seoul, South Korea. He attended Hanyang University, majoring in law. After graduating, he worked as an editor for a publishing company. He made his acting debut in 2002 in the television series Boys Over Flower. His breakout role came in 2004 when he starred in the hit series Heartstrings. In 2007, he starred in the romantic comedy I Need Romance. Lee has since starred in a number of television series, including The Return of Iljimae (2008), The King 2 Hearts (2009), and My Love From the Star (2013). He has also appeared in a number of films, including the drama Blind Date (2010), the thriller A Bittersweet Life (2013), and the mystery film The Good Shepherd (2013). In 2015, Lee starred in the KBS2 drama Signal.","Lee Jung, a South Korean actor and musician, was born in Seoul on December 15, 1972. He gained fame by appearing in the TV series Boys Over Flower, Heartstrings, and I Need Romance. Following his graduation from law school, Lee joined Hanyang University and worked as an editor for retractive film in 2002."
