Unnamed: 0,original text,EYK-Watermarked_And_Paraphrased
347,"Floor Games is a book published in 1985 by British writer Roald Dahl . It tells the story of Bea and her parents , who are forced to escape their home in England during World War II because of the bombing attacks . They ending up in the fictional nation of Fraxinus , where Bea ' s father becomes the mayor . The book is about Bea ' s several adventures in Fraxinus , notably playing floor games with her friends . These games involve Capture the Flag , Hide and Seek , and Ring - Around - the - Rosie . Bea also helps her father run the town , and they learn a lot about life while they are there .Floor Games was released when Roald Dahl was 83 years old . He killed less than a year after its published , in November 1986 .","The story of Bea and her parents who are forced to escape their home in England during World War II, as a result of bombing attacks, is told in the book Floor Games by British writer Roald Dahl. They end up in Fraxinus, secluded from public view until they discover that their father has become mayor, and play floor games on multiple occasions."
348,"The Tethysaurinae are a subfamily of mosasaurs , a group of marine reptiles that initially appeared during the Late Cretaceous . The Tethysaurinae are known for their large length , with some specimens reaching lengths of over 12 meters . The Tethysaurinae are a subfamily of mosasaurs , a group of marine reptiles that initially appeared during the Late Cretaceous . The Tethysaurinae are known for their large length , with some specimens achieving lengths of over 12 meters . The subfamily is separated into two tribes , the Tethysaurini and the Corythosaurini . The Tethysaurini includes the smallest mosasaurs known , while the Corythosaurini contains some of the smallest .All members of the Tethysaurinae share a number of common features , notably a large snout and dorsal fin .","The Tethysaurinae are a subfamily of mosasaves that originated in the Late Cretaceous era. They are known for their large size, with some specimens measuring over 12 meters in length."
349,"Juliana Hatfield ( born July 27 , 1967 ) is an American singer - songwriter . Hatfield is known for her powerful and emotive voice , as well as her eclectic and sometimes experimental works . Hatfield has been a solo artist since the early 1990s , and has published six studio albums . She has additionally collaborated with a number of other artists , including David Byrne , Elvis Costello , and Tim McGraw . Hatfield was born in Memphis , Tennessee . She began playing guitar at the age of twelve , and shortly started wrote her own songs . After graduating from high school in 1985 , Hatfield moved to New York City to study music at the Manhattan School of Music . However , she fell out after only a few years and returned to Memphis .In 1990 , Hatfield released her first album , Orphaned Juliana . The album was completely self - produced and included sparse acoustic arrangements . It gained little attention at the time , but has since been hailed as one of Hatfield ' s most significant works . Hatfield ' s second album , I Never Loved a Man the Way I Love You ( 1995 ) , was more commercially profitable than her first . The album featured more lush compositions and took on folk and soul elements . It reached No . 2 on the Billboard 200 chart and generated two hit singles : "" No One "" and "" The One I Love "" .Hatfield ' s third release , Folklore ( 1998 ) , brought a change from her earlier acoustic - based style in favour of a more electric sound . The album","Juliana Hatfield, an American born in 1967, is a singer-songwriter known for her powerful and emotional voice, as well as her eclectic and sometimes experimental works. She has been solo artist since the early 1990s and has released six studio albums. Additionally, she has collaborated with David Byrne, Elvis Costello, and Tim McGraw, among other notable artists."
350,"The Physician ' s Visit is a 1660 - 1662 oil on canvas painting by Johannes Vermeer . The painting , now in the Gemäldegalerie Alte Meister , Dresden , is regarded one of the greatest masterpieces of Dutch Golden Age painting . The Physician ' s Visit was painted in 1660 - 1662 by Johannes Vermeer and is one of the greatest masterpieces of Dutch Golden Age painting . The painting is a 1660 - 1662 oil on canvas and is now located in the Gemäldegalerie Alte Meister , Dresden . The painting represents an interior scene with a physician examining a patient .The patient is reclining on a bed while the physician stands in front of him with a lighted candle in his hand .","The Gemäldegalerie Alte Meister in Dresden houses an oil on canvas painting by Johannes Vermeer, considered one of the greatest masterpieces of Dutch Golden Age painting."
351,"The Polyglot Petition for Home Protection was a petition began in late 2017 by a coalition of individuals concerned about the decline of nationalism and xenophobia around the world . The petition asked for the protection of multilingualism and the promotion of linguistic diversity . The Polyglot Petition for Home Protection was began in late 2017 by a coalition of individuals concerned about the decline of nationalism and xenophobia around the world . The petition asked for the protection of multilingualism and the promotion of linguistic diversity . The goal of the petition was to raise awareness about the importance of preserving and promoting multilingualism , and to ask on countries to take measures to shield languages and cultures from prejudice and violence .The Polyglot Petition for Home Protection received a substantial amount of support from around the world . The petition was signed by over 100 , 000 persons from over 100 nations , notably notable figures such as Nobel Prize - winning author Toni Morrison and actor George Clooney . The petition also received support from organizations such as Amnesty International and Human Rights Watch , which called on countries to take measures to shield languages and cultures from prejudice and violence . In reaction to the overwhelming support the Polyglot Petition for Home Protection has garnered , various nations have indicated plans to take measures to shield languages and cultures from prejudice and violence .For example , the French government announced plans to create a new Ministry dedicated to protecting multilingualism and linguistic diversity , while the Italian government announced plans to create a new ministry specifically devoted to protecting minority language rights .",The Polyglot Petition for Home Protection was initiated in late 2017 by a coalition of individuals who were concerned about the decline of nationalism and xenophobia. The petition called for the protection of multilingualism and the promotion of linguistic diversity.
352,"Thomas Welsh ( May 5 , 1824 – August 9 , 1881 ) was a Union general during the American Civil War . Welsh was born in Greenville , Ohio , in 1824 . He attended the United States Military Academy at West Point and graduated in 1846 . He was commissioned a second sergeant in the U . S . Army Corps of Engineers , and served in the Mexican - American War and the American Civil War .Welsh fought in the Battle of Gettysburg as a captain in the 1st U . S . Artillery Regiment . He was promoted to major and transferred to the 2nd U . S . Artillery Regiment , where he participated in the Battle of Atlanta and the Battle of Franklin . After the war , Welsh worked as an aide - de - camp to General John Pope and then acted as superintendent of public works for New York City . Welsh died on August 9 , 1881 , in Washington , D . C . .He was buried in Arlington National Cemetery .","Thomas Welsh, a Union general born in 1824 and raised in Greenville, Ohio, served until August 9, 1881. He graduated from the United States Military Academy in West Point and later joined the Army as sgt. Serving in the Mexican-American War and the American Civil War."
353,"Thomas K . ( Tom ) Ascol is an evangelical Christian theologian and author . He is the McCormick Professor of Christian Theology at Wheaton College in Wheaton , Illinois , where he also worked as chair of the Department of Religion from 1996 to 2006 . Ascol was born in Cleveland , Ohio , on October 12 , 1942 . He received his B . A . from Wheaton College in 1964 and his M . Div . from McCormick Theological Seminary in 1968 . He worked as a minister for nine years before entering academic ministry .Ascol ' s effort has concentrated on systematic theology , biblical theology , and Christian apologetics . He is the author of more than a dozen books , including "" Systematic Theology : An Introduction to Biblical Doctrine "" ( 3rd ed . , Zondervan , 2009 ) , "" The Bible Made Easy : A Guide to Reading the Bible for All Its Worth "" ( Zondervan , 2002 ) , and "" The Battle for the Bible : How Evangelicals are Reinventing Christianity "" ( Zondervan , 2010 ) . He has additionally written numerous journal articles and contributed chapters to books on theological topics . Ascol has been given honorary doctorates from Gordon - Conwell Theological Seminary and Brown University .In 2007 he was selected a Fellow of the Evangelical Theological Society .","Thomas K. Ascol, a theologian and author, is an evangelical Christian who holds the position of McCormick Professor of Christian Theology at Wheaton College in Wheatonia, Illinois, where he served as chair of the Department of Religion from 1996 to 2006. He was born in Cleveland, Ohio in 1942. He received his B. A. in 1964 and his M. Div. degree from McCORMICK Theological Seminary in 1968."
354,"A legend based on oral traditions holds that Lahore was founded by a Hindu Raja named Lakhvi and that it was originally called as Lakhimpur . The city may have originated as a army post to watch the boundary between the Punjab and Sindh provinces . Lahore gained its current form in 1765 following the merger of the two little villages of Lahori and Purana Qila . Lahore became the capital of the Sikh Empire after its victory over the Mughals in the Battle of Sobraon in 1799 . Lahore is Pakistan ' s most populous city and its cultural , business , and political hub . It is also host to Pakistan ' s National Museum , which contains a substantial exhibition of ancient Indian and Islamic art . The city has a number of colleges and schools , notably the famed Punjab University and Quaid - e - Azam University .Lahore is also home to Pakistan ' s second - largest metro area , which includes the districts of Sheikhupura , Rahim Yar Khan , Gujranwala , Sialkot , and Rawalpindi .","According to oral traditions, Lahore was founded by a Hindu Raja named Lakhvi and may have served as an army post to monitor the boundary between the Punjab and Sindh provinces. It later merged with the villages of Lakhimpur and Purana Qila in 1765, making it the capital of the Sikh Empire after its victory over the Mughals at the Battle of Sobraon in 1817."
355,"Crimean Goths were Greuthungi - Gothic tribes who stayed in Crimea after the fall of the Western Roman Empire . They are considered to have assimilated with the natives , and their ancestors are today known as Crimean Tatars . The Greuthungi - Gothic tribes were a group of Germanic people who resided in what is now southern Russia , Ukraine , and Belarus in the fifth century AD . They were closely related to the Goths , who resided in current - day Germany and Denmark . After the fall of the Western Roman Empire in 476 AD , the Greuthungi - Gothic tribes stayed in Crimea , which was part of the Eastern Roman Empire .The Crimean Goths were closely related to the Ostrogoths , who resided in current - day Italy and Spain . The Crimean Goths were also closely related to the Visigoths , who resided in current - day France and Portugal . The Crimean Goths were initially defeated by the Byzantine Empire , but they later defeated the Byzantine Empire and became autonomous kings . The Crimean Goths ruled Crimea for more than 400 decades .The Crimean Goths were eventually occupied by the Ottoman Empire in 1475 AD .","The Greuthungi-Gothic tribes, also known as Crimean Goths and the Crimeans, stayed in Crimea after the Western Roman Empire's decline and are thought to have integrated with the local population. These groups were Germanic descendants of the Gondwanians who lived in southern Russia, Ukraine, and Belarus in the fifth century AD."
356,"Postcoital bleeding is bleeding from the vagina or anus after sexual intercourse . It is usually light and lasts for a few minutes . Most times , it is not a sign of any serious problem . Postcoital bleeding can occur from a variety of causes , including the use of birth control pills , testosterone therapy , and other medications . It can also be due to a vaginal infection , a break in the skin of the vagina or anus , or an abnormal clot . If postcoital bleeding is severe or persists , it may be a sign of a more serious problem .If postcoital bleeding is causing problems such as discomfort , discomfort , or infection , it should be examined by a doctor . If postcoital bleeding is minor and does not cause any complications , there is no need to worry .","Postcoital bleeding is a brief, temporary bleeding from the vagina or anus that usually lasts for 1-2 minutes following sexual intercourse. It can be caused by various factors such as pregnancy, hormone therapy, abnormal bleeding, or exposure to certain substances."
357,"Calcinus laevimanus is a species of hermit crab that living in the Atlantic Ocean . It is the only species in its genus . The shell of Calcinus laevimanus is a light - colored , translucent , and elongated oval shape . The carapace is covered with large bumps and has a ridge running the length of its back . The claws are short and wide . The torso is huge and has a pointed end . The legs are small and stubby .The diet of Calcinus laevimanus consists primarily of tiny crabs and worms .","The Atlantic Ocean is home to the only hermit crab species in the genus Calcinus laevimanus, which has an elongated oval shell with large bumps and a ridge running down the back. Its claws are short and wide, and its torso is huge and pointed at curved angles."
358,"Mitch Grigg ( born 2 January 1993 ) is an Australian professional race cyclist , who currently rides for UCI WorldTeam . Mitch Grigg was born in Sydney , New South Wales , Australia on 2 January 1993 . He began cycling at the age of 10 , and became professional in 2013 .He has won six stages of the Tour de France and one stage of the Vuelta a España .",Australian racer Mitch Grigg (born 2 January 1993) is a member of the UCI WorldTeam and began his cycling career at the age of 10 in Sydney. He won the Tour de France six times and the Vuelta à Espaa one stage between 2011 and 2013.
359,"{ { Infobox company | name = Digital Revolution Studios | image = | caption = Digital Revolution Studios is an American video game developer located in Bellevue , Washington . The corporation was founded in 2003 by Curt Schilling and was acquired by Activision Blizzard in 2009 . It is better known for its work on the "" Call of Duty "" series . Digital Revolution Studios has produced numerous video titles , notably the "" Call of Duty "" series , "" Destiny "" , "" Halo 5 "" , "" World of Warcraft "" , and "" Diablo 3 "" .","Digital Revolution Studios, an American video game development company, was founded by Curt Schilling in 2003 and purchased by Activision Blizzard in 2009. Its main focus is on creating video games such as Destiny, World of Warcraft, "" Call of Duty,"" and Halo 5 for PC games."
360,"Hurricane Emily in 1993 caused record flooding across the Gulf Coast states of Louisiana , Mississippi , and Alabama . The storm was first observed on August 17 over the eastern Caribbean Sea and strengthened into a hurricane later that day . Emily struck the Yucatan Peninsula on August 20 as a Category 1 hurricane and made landfall near Tampico , Mexico the next day . The storm rapidly intensified as it moved overland and peaked as a Category 5 hurricane on August 22 before making another landfall near Pensacola , Florida on August 23 . Emily then rapidly weakened to a Category 2 hurricane before making a final landfall near Mobile , Alabama on August 25 . The storm caused $ 2 . 5 billion in damage and killed 19 people .","Hurricane Emily caused flooding in the Gulf Coast states of Louisiana, Mississippi, and Alabama in 1993. It was first observed on August 17th, over the eastern Caribbean Sea, before strengthening into a hurricane on September 9th. On August 20, she became threatening with Category 1 and Category 5 hurricanes."
361,"George Steadman Holden ( September 29 , 1868 – March 12 , 1948 ) was an American author , dramatist , and screenwriter . He is better known for his drama The Glass Menagerie ( 1944 ) , for which he won the Pulitzer Prize . Holden was born in Cincinnati , Ohio , the son of Mary ( née Steadman ) and George Steadman Holden , a traveling salesman . He attended the University of Michigan , where he was a member of the Delta Chi fraternity . After graduating in 1892 , Holden went to Europe and studied at the University of Berlin and the Sorbonne . He returned to the United States in 1894 and began publishing articles for magazines .In 1899 Holden married Edna Landon ; they divorced in 1922 . He then married actress Jean Arthur in 1923 , but they divorced in 1945 . Holden later married writer Dorothy Bickley in 1946 . He died in Hollywood , California , aged 85 . Holden wrote twenty - five plays , including The Glass Menagerie ( 1944 ) , Strange Interlude ( 1932 ) , and The Rescue ( 1935 ) . His other dramas include The Skin of Our Teeth ( 1924 ) , The Lion ' s Share ( 1936 ) , East of Eden ( 1937 ) , and A Streetcar Named Desire ( 1959 ) .He also wrote screenplays for such films as Rebecca ( 1940 ) , The Ox - Bow Incident ( 1942 ) , From Here to Eternity ( 1953 ) , and Cat on a Hot Tin Roof ( 1958 ) .","Born in Cincinnati, Ohio on September 29, 1868, to Mary and George Steadman Holden, a traveling salesman, holdout of the University of Michigan where they attended. They wrote The Glass Menagerie, their dramatist and screenwriter who won the Pulitzer Prize for literature in 1944."
362,"Albert "" Ginger "" Goodwin ( May 10 , 1887 – July 8 , 1951 ) was an American football player and coach . He worked as the head football coach at the University of Minnesota from 1915 to 1917 and at the University of Notre Dame from 1918 to 1923 , compiling a career college football record of 41 – 19 – 4 . Goodwin was also the head basketball coach at Minnesota from 1915 to 1917 and at Notre Dame from 1919 to 1923 , compiling a career college basketball mark of 128 – 40 .","The late Albert "" Ginger "" Goodwin, who was born on May 10, 1887, died on July 8, 1951, and went on to coach the University of Minnesota and the Notre Dame football teams. He held the position from 1915 to 1917 and 1923 until he achieved a career college football record of 41 – 19 - 4."
363,"The Rogue Invitational is an annual sporting event that takes held in Rogue Valley , Oregon . The event is a three - day hiking tournament that features various outdoor sports . The Rogue Invitational originated in 1991 as a two - day event . It grew to its current three - day format in 2001 . The event hosts participants from around the world , and has featured a broad variety of sports over the years .It is regarded to be one of the elite camping tournaments in the world .","Rogue Valley, Oregon hosts the annual ""Rogue Invitational"", a three-day hiking tournament that showcases dozens of outdoor sports and has been held since 2001. It is an invitation-only event that attracts participants from all over Europe and is considered one of the world's premier camping events."
364,"Ronald Hugh Barker FIEE ( 19157 October 2015 ) was a British mathematician who made significant contributions to the theory of operator algebras , functional analysis and operator analysis , as well as to the mathematical theory of probability and combinatorics . Barker was born in Southsea , Hampshire , England in 1957 . He studied at the University of Cambridge , where he was given a PhD in 1983 for a dissertation on the representation theory of Banach spaces . In 1984 he becoming a lecturer at the University of Wales , Swansea , where he continued until his retirement in 2014 .He was elected a Fellow of the Institute of Electrical and Electronics Engineers (FIEE) in 1987.","In addition to his PhD studies at the University of Cambridge, Ronald Hugh Barker FIEE (born 1957 in Southsea, Hampshire) - he was also a leading figure in British mathematicians such as the representation theory of Banach spaces."
365,Experiment was an early 19th - century vessel driven by horses . It was built by John Fitch in 1807 and is regarded the first successful self - propelled watercraft .,"John Fitch constructed the Experiment, a horse-powered vessel from the early 1800s, in 1807. It is widely recognized as the first successful self-propelled watercraft."
366,"was a Japanese businessman - politician . Takasaki was born in Tokyo , Japan on December 7 , 1903 . He attended the University of Tokyo and was a graduate of the School of Political Science . He functioned as the mayor of Nagoya from 1954 to 1957 . Takasaki was also a member of the House of Representatives from 1957 to 1962 , and the House of Councillors from 1963 to 1967 . Takasaki was a government minister in the cabinets of Prime Ministers Yoshida Shigeru and Eisaku Sato . He died in Tokyo on February 17 , 1984 .","Takasaki, a Japanese businessman and politician, was born in Tokyo, Japan on December 7, 1903. He attended the University of Tokyo and graduated from the School of Political Science. He served as the mayor of Nagoya between 1954 and 1957, as well as he was re-elected to the House of Representatives from 1957 to 1962 and then back to their position as government minister in the cabinets of Prime Ministers Yoshida Shigeri and Iwan Kanazawa."
367,"The viola da Terceira ( also viola da gamba , viola da quarta or viola da quinta ) is a bowed string instrument belonging to the violin family . It was formerly known as the viola da gamba de quarta corda , because the fourth string of the viola da gamba is tuned a fourth lower than the other strings . The name "" viola da Terceira "" was introduced in the 18th century . The viola da Terceira is commonly used in classical music , chamber music and as a solo instrument . The viola da Terceira is generally tuned in fifths , GDAE ( Guitar tuning ) . Unlike the violin , which has four strings in three courses ( E , A , D ) , the viola da Terceira has five strings in four courses . The lowest string is G , the next D , then A , followed by E and finally G . This configuration gives it a brighter sound than the violin and enables it to be played more easily in higher positions on the keyboard .The viola de Terceira was first erected around 1550 by Antonio Stradivari and his children Giuseppe and Antonio . It becoming one of Stradivari ' s most popular and famed instruments , and many of his violas are still extant . The viola de Terceira was frequently used by composer Antonio Vivaldi and performers like Antonio Caldara and Giovanni Battista Viotti .","Previously known as the viola da gamba de corda, the fourth string of the violin is tuned lower than its surrounding strings. The resulting bowed string is also called the ""viole da Terceira"" and was introduced in the 18th century."
368,"Prasophyllum alpinum , commonly known as the alpine orchid , is a species of flowering plant in the family Orchidaceae . It is indigenous to eastern Australia and Tasmania , where it grows in moist woodland and subalpine areas . The alpine orchid has a single erect stem up to 50 centimetres tall , with a few small leaves and many small , white flowers with a pinkish undertone .The flowers are perfumed and love attention , so they are better - suited to cultivation in warm , dry situations .","Prasophyllum alpinum, also known as the alpentine orchid (Clincus vespera), is an indigenous species of Orchidaceae that grows in moist woodland and subalpine areas. It has a single erect stem, several small leaves, and white flowers with hints of pinkish tones. These flowers attract more attention than other flowering plants because they are often highly perfumed and attract people to them."
369,"The Polikarpov PM - 1 was a passenger airplane that was built by the Soviet Union in the early 1930s . The Polikarpov PM - 1 was a high - wing monoplane airplane that was built by the Soviet Union in the early 1930s . It had an enclosed cabin that might seat up to 12 passengers , and was powered by a single engine .The PM - 1 was used as a passenger airplane , and was also used as a training airplane .","A high-wing monoplane airplane, the Polikarpov PM - 1, was constructed by the Soviet Union in the early 1930s for use as both a passenger aircraft and specialized training aircraft. It had an enclosed cabin that could accommodate up to 12 passengers and featured primarily single-engined construction."
370,"Saraya - Jade Bevis ( born 17 August 1992 ) , best known by the ring nickname Paige , is an English professional wrestler currently signed to WWE , where she performs on the Raw brand . Paige first gained recognition in the British independent circuit , where she was a two - time Women ' s Champion in different promotions across the United Kingdom . Paige making her WWE debut at Evolution in October 2014 , and became the first ever female NXT Champion in January 2018 .She also won the inaugural Mae Young Classic tournament in March 2018.","Jade Bevis, also known as Paige, is a British professional wrestler who has been signed to the WWE and currently performs on the Raw brand. She was first recognized in the British independent wrestling scene and worked for various promotions before becoming the first female NXT Champion at Evolution in October 2014."
371,"Train + Train is a Japanese light novel series , penned by Kazuma Kamachi and illustrated by Shigenori Soejima . The series is published in Japan by ASCII Media Works under their Dengeki Bunko imprint , and it has been licensed for release in English by Yen Press . The tale chronicles the life of Hiyoko Saionji , an normal high school girl who is thrust into a world of magic and adventure when she stumbles upon a mysterious train on the side of the highway . She shortly realizes that the train is a doorway to another universe , and that she is the only people who can travel to it .Hiyoko must use her wit and courage to navigate the hazardous universe of the train , and save its inhabitants from peril .","The story of Hiyoko Saionji, a high school student who discovers an unidentified train on the side of the highway, is set in mystical detail in Train + Train, written by Kazuma Kamachi and illustrated by Shigenori Soejima. The series is published in Japan under ASCII Media Works' Dengeki Bunko imprint, and it has been licensed for release in English by Yen Press."
372,"Mark van Eeghen ( born April 19 , 1952 ) is a Dutch theologian who specializes in the theology of liberation and ethics . He is Professor of Theology at the University of Amsterdam , where he also serves as Director of the Research Institute for Religion , Ethics and Social Policy . Van Eeghen was born in Rotterdam , Netherlands . After completing his undergraduate studies at the University of Amsterdam in 1976 , he read theology at the University of Cambridge ( 1978 - 1981 ) , where he was a pupil of J . I . Packer . He subsequently received his doctorate from Cambridge in 1984 with a dissertation on "" The Doctrine of Justification in Pauline Theology "" .Van Eeghen has been a professor at the University of Amsterdam since 1984 . He functioned as Dean of the Faculty of Theology from 1993 to 1999 , and as Director of the Research Institute for Religion , Ethics and Social Policy from 1999 to 2003 . In 2003 he was elected Professor of Theology at the University of Amsterdam , serving in that role until his retirement in 2018 . Van Eeghen ' s primary fields of theological research are in theology of liberation and ethics , with a particular focus on Pauline theology . He has additionally written heavily on church history , systematic theology , and Christian apologetics .His most current work is Jesus and Nonviolence : A New Perspective on an Old Testament Principle ( Zondervan , 2016 ) .","Born in Rotterdam on April 19, 1952, Mark van Eeghen is a Dutch theologian who specializes in both ethics and liberation theology. He is currently an Associate Professor of Theology at the University of Amsterdam, serving as Director of the Research Institute for Religion (RIRI)."
373,"Vera Ignatyevna Mukhina ( ; ; ; 9 July 1888 – 6 February 1973 ) was a Russian painter , associated with the De Stijl movement in the 1920s and 1930s . Born in Saint Petersburg , Mukhina studied at the Imperial Academy of Arts under Ilya Repin . In 1916 she encountered the Dutch painting Piet Mondrian , who became a considerable impact on her work . After Mondrian ' s death in 1944 , Mukhina went to the Netherlands and settled in Amsterdam . She remained to paint until her death .Mukhina is better known for her abstract paintings and her use of bright colors . Her work has been displayed at the Museum of Modern Art in New York City , the Tate Gallery in London , and the Centre Georges Pompidou in Paris . She has been given two prestigious prizes , the Golden Lion of Saint Mark ( 1924 ) and the International Award of the Arts ( 1948 ) .","Vera Ignatyevna Mukhina, who was born in Saint Petersburg and worked as part of the De Stijl movement in the 1920s and 1930s, met Piet Mondrian in 1916."
374,"Leon Lett Jr . ( born October 12 , 1968 ) is an American retired professional basketball player who played in the National Basketball Association ( NBA ) for the Dallas Mavericks , Los Angeles Lakers and Atlanta Hawks . He was drafted by the Mavericks in the second round of the 1991 NBA draft . Lett played college basketball at the University of Texas at Austin . He was a two - time All - American and helped lead Texas to the 1988 NCAA Men ' s Division I Basketball Tournament . Lett also played for the United States national squad in the 1988 Summer Olympics , where he won a bronze medal .Lett spent most of his career with the Mavericks , playing with them from 1991 to 2003 . He was selected to the All - NBA Third Team in 2001 and 2002 . In 2003 , he was traded to the Lakers , where he played until 2007 . Lett then signed with the Hawks before retiring in 2008 . Lett was honored into the Texas Sports Hall of Fame in 2006 and into the Dallas Mavericks Hall of Fame in 2009 .He is also a member of both the United States Olympic Committee and National Basketball Retired Players Association .","The retired American basketball player, Leon Lett Jr., played for the Dallas Mavericks, Los Angeles Lakers, and Atlanta Hawks before being selected by the Kansas City Thunder in the 1991 NBA draft. He was also a two-time All-American and helped lead Texas to the NCAA Men's Division I Basketball Tournament."
375,"Michael Sergeant is an English writer , communications consultant and speaker who specializes in the field of public relations . He has worked for a number of organizations including the British Foreign and Commonwealth Office , Amnesty International , and the Royal Household . Born in London , England , Sergeant began his career in journalism , working for a number of local newspapers before entering the British Foreign and Commonwealth Office in 1989 . There , he worked on a broad variety of public relations initiatives , notably work on the restoration of the British embassy in Madrid post the Spanish Civil War .In 1995 , Sergeant leave the British Foreign and Commonwealth Office to join Amnesty International as its public relations chief . There , he worked on a number of high - profile initiatives , notably work on Amnesty International ' s campaign to free the reporter Daniel Pearl after he was abducted by Islamic militants in Pakistan . In 2003 , Sergeant joined the Royal Household as its director of communications and marketing . There , he worked on a number of initiatives including the launch of Queen Elizabeth II ' s Diamond jubilee festivities .Since leaving the Royal Household in 2005 , Sergeant has worked as a communications consultant for a number of organizations including Barclays Bank , Marks & Spencer , and Microsoft . He also continues to speak on public relations topics . In 2009 , he gave a speech at the United Nations General Assembly entitled "" Public Relations : The New Face of Diplomacy . ""","An English public relations professional, Michael Sergeant has worked for various organizations including the British Foreign and Commonwealth Office, Amnesty International, and the Royal Household. He started his career in journalism and later joined the BBC after working on projects for several local newspapers. His most notable work was on the restoration of the UK embassy in Madrid during the Obama administration's five-year tenure at the agency."
376,"Boston is an American rock group from Boston , Massachusetts , formed in 1976 . The band has published fourteen studio albums , two live albums , and fifty - eight singles . Boston ' s musical style is a blend of blues , soul , hard rock and psychedelic pop . Boston ' s debut album , "" Boston "" , was released in 1976 and became a commercial success . The band ' s later releases were even more popular and they were popular in the United States and around the world . Boston has sell over thirty million albums worldwide and has won several awards , including five Grammy Awards .The band ' s most recent album , "" A Deeper Understanding "" , was released in 2017 and was their debut number one album on the US Billboard 200 chart .","Founded in 1976, Boston is an American rock band that has released fourteen studio albums, two live albums and fifty-eight singles. Their music features blues, soul, hard rock, and psychedelic pop elements. The band's first album, ""Boston,"" was released in 1975 and became a commercial success."
377,"WKAC ( 1080 AM , "" The Big 1080 "" ) is a radio station transmitting a sports format . Licensed to Knoxville , Tennessee , it serves the Knoxville area . The station is currently owned by Cumulus Media . WKAC first came on the air in 1949 as WCAP - AM . It was originally a daytimer , airing at 1080 kHz with 500 watts of power . In 1957 , the station altered its call signs to WKAC and increased its power to 5 , 000 watts .In the early 1970s , WKAC ' s today day owner , Cumulus Media , assumed over the station . In 1978 , WKAC adding an FM sister station , WKAC - FM ( now WCYB ) . The two stations simulcast a football format until 1985 when WKAC - FM became an all - news format . In 2008 , Cumulus Media rebranded all of its Knoxville affiliates under the "" Big 10 "" branding . WKAC became "" The Big 1080 . ""WKAC is currently one of the most listened to sports stations in the Knoxville area and airs regional and national sports events as well as college football and basketball games .","The Knoxville-based radio station WKAC, also known as ""The Big 1080,"" is licensed and operates in the Knox County area. It broadcasts sports content with a license to Cumulus Media."
378,"Rockwell Gardens was a Chicago Housing Authority public housing project located on the cities ' s South Side . The Gardens were proclaimed a National Historic Landmark in 1987 and are classified a Chicago landmark . Rockwell Gardens was built by architect Richard J . Daley and built in 1937 - 38 . At the period of its build , it was one of the largest public housing projects in the United States and one of the first to be designed with the idea of "" planned community . "" The project features a broad variety of architectural styles , notably Art Deco , Tudor Revival , and Mission Revival .The Gardens were later plagued by crime and drug abuse , and by the early 1980s they had become largely deserted . In 1987 , they were proclaimed a National Historic Landmark by the National Park Service , and were later included to the National Register of Historic Places . In 1991 , the Chicago Housing Authority began a project to renovate and rehabilitate the Gardens , which has since been completed . The project renovated many of the original architecture and landscaping , making Rockwell Gardens one of Chicago ' s most popular tourist destinations .","A public housing project called Rockwell Gardens on the South Side of Chicago was built by the Chicago Housing Authority in 1937 and was later declared a National Historic Landmark in 1987. It is considered one of the city's largest public buildings and among the first to be designed with planned community features, including Art Deco architecture throughout its two-year lifespan."
379,"In taxonomy , Sulfitobacter is a genera of the family Sulfitobacteraceae . The genera contains only one species , Sulfitobacter bovis , which is a Gram - negative , aerobic , motile bacterium . It is found in soil and water . Sulfitobacter bovis can cause a number of diseases in animals , notably bovine keratoconjunctivitis and foot - and - mouth plague .","Sulfitobacter bovis, a Gram-negative, motile bacterium found in soil and water, belongs to the SULFITObacteraceae family. It can cause various diseases in animals, including bovine keratoconjunctivitis and foot- and mouth plague."
380,"Grand Blood is the third studio album by American metalcore band As I Lay Dying . It was released on June 8 , 2016 through Sumerian Records . Grand Blood is the third release by American metalcore band As I Lay Dying . It was produced by the group and recorded at numerous studios in North America with producer Josh Wilbur . The album includes guest performances from guitarist Tim Lambesis of Christian metal group As I Lay Dying , drummer Andy LaPlegna of grindcore band Deicide , and drummer Joey Jordison of Slipknot .The album has garnered generally favorable reviews from music reviewers , who praised its aggression and the guest performances of Lambesis and Jordison .","The third studio album by American metalcore band As I Lay Dying, released on June 8th, 2016, through Sumerian Records, features guest performances by guitarist Tim Lambesis, drummer Andy LaPlegna of Deicide, and drummer Joey Jordison."
381,"The Carracci were a Bolognese family of painters who were active in the 16th and 17th centuries . They are particularly noted for their portraits and for their religious pictures , as well as for their large - scale frescoes . The Carracci were a family of painters who were active in the 16th and 17th centuries . They are particularly noted for their portraits and for their religious pictures , as well as for their large - scale frescoes .The Carracci were a family of painters who were active in the 16th and 17th centuries . Their particular strength was in painting pictures , religious scenes , and frescoes .","The Carracci were a family of painters who worked in the 16th and 17th centuries, and they are famous for their portraits and large-scale frescoes."
